date,year,month,ticker,firm,marketcap
2010-12-01,2010,12,ALKIM,ALKİM KİMYA,184943.0
2010-12-01,2010,12,BAGFS,BAGFAŞ ,496500.0
2010-12-01,2010,12,DEVA,DEVA HOLDİNG ,579600.0
2010-12-01,2010,12,DYOBY,DYO BOYA,176000.0
2010-12-01,2010,12,ECILC,ECZACIBAŞI İLAÇ ,1370520.0
2010-12-01,2010,12,EGGUB,EGE GÜBRE ,249091.2
2010-12-01,2010,12,GOODY,GOOD-YEAR ,265168.0233993
2010-12-01,2010,12,GUBRF,GÜBRE FABRİK. ,1432025.0
2010-12-01,2010,12,HEKTS,HEKTAŞ ,118336.9720728
2010-12-01,2010,12,MRSHL,MARSHALL ,302000.0
2010-12-01,2010,12,PETKM,PETKİM ,2380000.0
2010-12-01,2010,12,SODA,SODA SANAYİİ,581889.0
2010-12-01,2010,12,TRCAS,TURCAS PETROL ,868500.0
2010-12-01,2010,12,TUPRS,TÜPRAŞ ,9666181.12
2010-12-01,2010,12,ADANA,ADANA ÇİMENTO (A) ,495565.3349364
2010-12-01,2010,12,ADBGR,ADANA ÇİMENTO (B) ,281896.8737772
2010-12-01,2010,12,ADNAC,ADANA ÇİMENTO (C) ,138881.7442824
2010-12-01,2010,12,AFYON,AFYON ÇİMENTO ,579000.0
2010-12-01,2010,12,AKCNS,AKÇANSA ,1443510.894605
2010-12-01,2010,12,ANACM,ANADOLU CAM ,1142619.654
2010-12-01,2010,12,BTCIM,BATI ÇİMENTO ,529883.2
2010-12-01,2010,12,BSOKE,BATISÖKE ÇİMENTO,133875.0
2010-12-01,2010,12,BOLUC,BOLU ÇİMENTO ,232041.2346
2010-12-01,2010,12,BUCIM,BURSA ÇİMENTO ,500508.77184
2010-12-01,2010,12,CMBTN,ÇİMBETON ,74340.0
2010-12-01,2010,12,CMENT,ÇİMENTAŞ ,796207.913648
2010-12-01,2010,12,DENCM,DENİZLİ CAM ,126000.0
2010-12-01,2010,12,EGSER,EGE SERAMİK ,168000.0
2010-12-01,2010,12,GOLTS,GÖLTAŞ ÇİMENTO ,502200.0
2010-12-01,2010,12,KONYA,KONYA ÇİMENTO ,1237853.76
2010-12-01,2010,12,KUTPO,KÜTAHYA PORSELEN ,101787.84
2010-12-01,2010,12,MRDIN,MARDİN ÇİMENTO ,838953.84
2010-12-01,2010,12,NUHCM,NUH ÇİMENTO,1757499.12
2010-12-01,2010,12,TRKCM,TRAKYA CAM ,1918176.0
2010-12-01,2010,12,USAK,UŞAK SERAMİK ,29612.8860125
2010-12-01,2010,12,UNYEC,ÜNYE ÇİMENTO ,543780.207212
2010-12-01,2010,12,BRSAN,BORUSAN MANNESMANN ,513135.0
2010-12-01,2010,12,BURCE,BURÇELİK ,93312.0
2010-12-01,2010,12,BURVA,BURÇELİK VANA,13639.644
2010-12-01,2010,12,CELHA,ÇELİK HALAT ,58575.0
2010-12-01,2010,12,CEMTS,ÇEMTAŞ ,107034.2208
2010-12-01,2010,12,DMSAS,DEMISAŞ DÖKÜM ,64120.0
2010-12-01,2010,12,ERBOS,ERBOSAN ,68121.0
2010-12-01,2010,12,EREGL,EREĞLİ DEMİR CELİK ,8160000.0
2010-12-01,2010,12,IZMDC,İZMİR DEMİR ÇELİK ,517500.0
2010-12-01,2010,12,KRDMA,KARDEMİR (A) ,227839.3158399
2010-12-01,2010,12,KRDMB,KARDEMİR (B) ,122482.76478550001
2010-12-01,2010,12,KRDMD,KARDEMİR (D) ,457085.25075520005
2010-12-01,2010,12,SARKY,SARKUYSAN ,203500.0
2010-12-01,2010,12,ALCAR,ALARKO CARRIER ,179280.0
2010-12-01,2010,12,ASUZU,ANADOLU ISUZU ,211491.9583795
2010-12-01,2010,12,ARCLK,ARÇELİK ,5270679.999
2010-12-01,2010,12,BFREN,BOSCH FREN SİSTEMLERİ ,532500.0
2010-12-01,2010,12,DITAS,DİTAŞ DOĞAN ,32400.0
2010-12-01,2010,12,EGEEN,EGE ENDÜSTRİ ,83160.0
2010-12-01,2010,12,EMKEL,EMEK ELEKTRİK ,23507.05256
2010-12-01,2010,12,EMNIS,EMİNİŞ AMBALAJ ,50581.20276
2010-12-01,2010,12,FMIZP,F-M İZMİT PİSTON ,231283.998
2010-12-01,2010,12,FROTO,FORD OTOSAN ,4579375.5
2010-12-01,2010,12,GEREL,GERSAN ELEKTRİK,19414.08
2010-12-01,2010,12,IHEVA,İHLAS EV ALETLERİ ,256435.8018492
2010-12-01,2010,12,KARSN,KARSAN OTOMOTİV,351994.621248
2010-12-01,2010,12,KLMSN,KLİMASAN KLİMA ,99600.0
2010-12-01,2010,12,OTKAR,OTOKAR ,513600.0
2010-12-01,2010,12,PARSN,PARSAN ,145741.68
2010-12-01,2010,12,TOASO,TOFAŞ OTO. FAB. ,3980000.0
2010-12-01,2010,12,PRKAB,TÜRK PRYSMİAN KABLO  ,149270.75716
2010-12-01,2010,12,TTRAK,TÜRK TRAKTÖR,1254171.5
2010-12-01,2010,12,VESTL,VESTEL ,818513.311
2010-12-01,2010,12,VESBE,VESTEL BEYAZ EŞYA,649800.0
2010-12-01,2010,12,ADEL,ADEL KALEMCİLİK ,158681.25
2010-12-01,2010,12,SERVE,SERVE KIRTASİYE ,8410.0
2010-12-01,2010,12,AKENR,AK ENERJİ,1356688.54
2010-12-01,2010,12,AKSUE,AKSU ENERJİ ,41091.84
2010-12-01,2010,12,AYEN,AYEN ENERJİ,371987.1
2010-12-01,2010,12,ZOREN,ZORLU ENERJİ,785846.3265
2010-12-01,2010,12,EDIP,EDİP GAYRİMENKUL ,104000.0
2010-12-01,2010,12,ENKAI,ENKA İNŞAAT,12672000.0
2010-12-01,2010,12,DOAS,DOĞUŞ OTOMOTİV,1456400.0
2010-12-01,2010,12,INTEM,İNTEMA ,36838.8
2010-12-01,2010,12,SANKO,SANKO PAZARLAMA,179676.0
2010-12-01,2010,12,SELEC,SELÇUK ECZA DEPOSU,1602180.0
2010-12-01,2010,12,BIMAS,BİM MAĞAZALAR,7969500.0
2010-12-01,2010,12,MIPAZ,MİLPA ,145868.87112999998
2010-12-01,2010,12,VAKKO,VAKKO TEKSTİL ,177600.0
2010-12-01,2010,12,MAALT,MARMARİS ALTINYUNUS ,89351.6832
2010-12-01,2010,12,MARTI,MARTI OTEL ,96703.2
2010-12-01,2010,12,TEKTU,TEK-ART TURİZM,167689.68685
2010-12-01,2010,12,CLEBI,ÇELEBİ ,571050.0
2010-12-01,2010,12,RYSAS,REYSAŞ LOJİSTİK,227740.0
2010-12-01,2010,12,THYAO,TÜRK HAVA YOLLARI ,5400000.0
2010-12-01,2010,12,TCELL,TURKCELL,23210000.0
2010-12-01,2010,12,TTKOM,TÜRK TELEKOM ,22750000.0
2010-12-01,2010,12,BJKAS,BEŞİKTAŞ FUTBOL YAT. ,362400.0
2010-12-01,2010,12,FENER,FENERBAHÇE SPORTİF ,1337500.0
2010-12-01,2010,12,GSRAY,GALATASARAY SPORTİF,1067836.31754
2010-12-01,2010,12,TSPOR,TRABZONSPOR SPORTİF,522500.0
2010-12-01,2010,12,AKBNK,AKBANK ,34320000.0
2010-12-01,2010,12,ALBRK,ALBARAKA TÜRK,1455300.0
2010-12-01,2010,12,GARAN,GARANTİ BANKASI ,32844000.0
2010-12-01,2010,12,ISATR,İŞ BANKASI (A) ,30000.0
2010-12-01,2010,12,ISBTR,İŞ BANKASI (B) ,55680.0
2010-12-01,2010,12,ISCTR,İŞ BANKASI (C) ,24749835.0
2010-12-01,2010,12,SKBNK,ŞEKERBANK ,1327500.0
2010-12-01,2010,12,HALKB,T. HALK BANKASI,16375000.0
2010-12-01,2010,12,TSKB,T.S.K.B. ,1827000.0
2010-12-01,2010,12,VAKBN,VAKIFLAR BANKASI,9775000.0
2010-12-01,2010,12,YKBNK,YAPI VE KREDİ BANK. ,21126669.24024
2010-12-01,2010,12,AKGRT,AKSİGORTA ,700740.0
2010-12-01,2010,12,ANHYT,ANADOLU HAYAT EMEK.,1340000.0
2010-12-01,2010,12,ANSGR,ANADOLU SİGORTA ,680000.0
2010-12-01,2010,12,GUSGR,GÜNEŞ SİGORTA ,319500.0
2010-12-01,2010,12,RAYSG,RAY SİGORTA ,250837.83648
2010-12-01,2010,12,CRDFA,CREDITWEST FACTORING ,116400.0
2010-12-01,2010,12,GARFA,GARANTİ FAKTORİNG,132720.0
2010-12-01,2010,12,ISFIN,İŞ FİN.KİR.,410050.0
2010-12-01,2010,12,VAKFN,VAKIF FİN. KİR. ,110000.0
2010-12-01,2010,12,ALARK,ALARKO HOLDİNG ,829062.57
2010-12-01,2010,12,BRYAT,BORUSAN YAT. PAZ. ,269437.5
2010-12-01,2010,12,DOHOL,DOĞAN HOLDİNG ,2744000.0
2010-12-01,2010,12,ECZYT,ECZACIBAŞI YATIRIM ,357000.0
2010-12-01,2010,12,GLYHO,GLOBAL YAT. HOLDİNG ,236253.8718225
2010-12-01,2010,12,GSDHO,GSD HOLDİNG ,267500.0
2010-12-01,2010,12,IHLAS,İHLAS HOLDİNG ,719264.0
2010-12-01,2010,12,KCHOL,KOÇ HOLDİNG ,18161860.32
2010-12-01,2010,12,NTHOL,NET HOLDİNG ,292600.0
2010-12-01,2010,12,SISE,ŞİŞE CAM ,3111680.0
2010-12-01,2010,12,SAHOL,SABANCI HOLDİNG ,14690908.3032
2010-12-01,2010,12,TAVHL,TAV HAVALİMANLARI,2717343.75
2010-12-01,2010,12,TKFEN,TEKFEN HOLDİNG ,2390200.0
2010-12-01,2010,12,ISMEN,İŞ Y. MEN. DEĞ. ,522000.0
2010-12-01,2010,12,ALCTL,ALCATEL LUCENT TELETAŞ ,125777.509
2010-12-01,2010,12,ARENA,ARENA BİLGİSAYAR,87040.0
2010-12-01,2010,12,ESCOM,ESCORT TEKNOLOJİ,52077.3
2010-12-01,2010,12,INDES,İNDEKS BİLGİSAYAR,150640.0
2010-12-01,2010,12,KAREL,KAREL ELEKTRONİK,119625.0
2010-12-01,2010,12,LINK,LİNK BİLGİSAYAR,28380.0
2010-12-01,2010,12,LOGO,LOGO YAZILIM,59000.0
2010-12-01,2010,12,NETAS,NETAŞ TELEKOM. ,436215.78
2010-12-01,2010,12,PKART,PLASTİKKART,57557.5
2010-12-01,2010,12,ASELS,ASELSAN ,1938245.76
2010-12-01,2010,12,ATLAS,ATLAS YAT. ORT. ,6246.24
2010-12-01,2010,12,EGCYO,EGELİ YAT. ORT. ,14280.0
2010-12-01,2010,12,ETYAT,EURO TREND YAT. ORT. ,7115.2720812
2010-12-01,2010,12,GRNYO,GARANTİ YAT. ORT. ,19875.0
2010-12-01,2010,12,ISYAT,İŞ YAT. ORT. ,184487.625
2010-12-01,2010,12,OYAYO,OYAK YAT. ORT.,8300.0
2010-12-01,2010,12,AKMGY,AKMERKEZ GMYO,1130250.0
2010-12-01,2010,12,ALGYO,ALARKO GMYO ,177335.7201
2010-12-01,2010,12,AGYO,ATAKULE GMYO,113400.0
2010-12-01,2010,12,DGGYO,DOĞUŞ GE GMYO ,161301.6
2010-12-01,2010,12,ISGYO,İŞ GMYO ,792000.0
2010-12-01,2010,12,NUGYO,NUROL GMYO ,40500.0
2010-12-01,2010,12,OZGYO,ÖZDERİCİ GMYO ,115000.0
2010-12-01,2010,12,PEGYO,PERA GMYO ,68160.0
2010-12-01,2010,12,SNGYO,SİNPAŞ GMYO,1040000.0
2010-12-01,2010,12,VKGYO,VAKIF GMYO ,70720.0
2010-12-01,2010,12,YKGYO,YAPI KREDİ KORAY GMYO ,78800.0
2010-12-01,2010,12,ISGSY,İŞ GİRİŞİM,108360.0
2010-12-01,2010,12,AYCES,ALTINYUNUS ÇEŞME ,211972.761
2010-12-01,2010,12,ASLAN,ASLAN ÇİMENTO ,3630508.3299000002
2010-12-01,2010,12,BRMEN,BİRLİK MENSUCAT ,23050.98
2010-12-01,2010,12,DARDL,DARDANEL ,52545.1008
2010-12-01,2010,12,DOGUB,DOĞUSAN ,25800.0
2010-12-01,2010,12,EGPRO,EGE PROFİL ,462239.144
2010-12-01,2010,12,MAKTK,MAKİNA TAKIM ,140000.0
2010-12-01,2010,12,METUR,METEMTUR OTELCİLİK,21600.0
2010-12-01,2010,12,PKENT,PETROKENT TURİZM ,86313.6
2010-12-01,2010,12,SILVR,SİLVERLİNE ENDÜSTRİ ,53200.0
2010-12-01,2010,12,SONME,SÖNMEZ FİLAMENT ,192302.95
2010-12-01,2010,12,SNPAM,SÖNMEZ PAMUKLU ,216613.6875
2010-12-01,2010,12,SEKFK,ŞEKER FİN. KİR.,52200.0
2010-12-01,2010,12,ARMDA,ARMADA BİLGİSAYAR,34440.0
2010-12-01,2010,12,DGATE,DATAGATE BİLGİSAYAR,39700.0
2010-12-01,2010,12,EPLAS,EGEPLAST ,14400.0
2010-12-01,2010,12,MZHLD,MAZHAR ZORLU HOLDİNG ,8235.36
2010-12-01,2010,12,SELGD,SELÇUK GIDA ,7034.86938
2011-01-01,2011,1,ALYAG,ALTINYAĞ,29850.6384
2011-01-01,2011,1,AEFES,ANADOLU EFES,8932500.0
2011-01-01,2011,1,BANVT,BANVİT ,491115.77288999996
2011-01-01,2011,1,CCOLA,COCA COLA İÇECEK,4578674.076
2011-01-01,2011,1,ERSU,ERSU GIDA,34200.0
2011-01-01,2011,1,FRIGO,FRİGO PAK GIDA ,27000.0
2011-01-01,2011,1,KENT,KENT GIDA ,4346649.15
2011-01-01,2011,1,KERVT,KEREVİTAŞ GIDA ,252720.0
2011-01-01,2011,1,KNFRT,KONFRUT GIDA ,41448.0
2011-01-01,2011,1,KRSTL,KRİSTAL KOLA ,60000.0
2011-01-01,2011,1,MERKO,MERKO GIDA ,33666.0
2011-01-01,2011,1,PENGD,PENGUEN GIDA ,98968.0
2011-01-01,2011,1,PETUN,PINAR ET VE UN,290344.5
2011-01-01,2011,1,PINSU,PINAR SU ,58703.094789300005
2011-01-01,2011,1,PNSUT,PINAR SÜT ,602344.08675
2011-01-01,2011,1,TBORG,T.TUBORG ,240931.4596
2011-01-01,2011,1,ULKER,ÜLKER BİSKÜVİ,1493416.0
2011-01-01,2011,1,ATEKS,AKIN TEKSTİL ,88200.0
2011-01-01,2011,1,ARSAN,ARSAN TEKSTİL ,91277.0
2011-01-01,2011,1,DERIM,DERİMOD ,22626.0
2011-01-01,2011,1,DESA,DESA DERİ,49221.96986
2011-01-01,2011,1,KRTEK,KARSU TEKSTİL ,73711.0466971
2011-01-01,2011,1,KORDS,KORDSA GLOBAL,704195.25512
2011-01-01,2011,1,LUKSK,LÜKS KADİFE ,37300.0
2011-01-01,2011,1,MNDRS,MENDERES TEKSTİL,126960.0
2011-01-01,2011,1,SKTAS,SÖKTAŞ ,145092.0
2011-01-01,2011,1,GENTS,GENTAŞ ,109640.0448
2011-01-01,2011,1,ALKA,ALKİM KAĞIT,84525.0
2011-01-01,2011,1,BAKAB,BAK AMBALAJ ,66600.0
2011-01-01,2011,1,DOBUR,DOĞAN BURDA,57699.56625
2011-01-01,2011,1,DURDO,DURAN DOĞAN BASIM ,48069.78375
2011-01-01,2011,1,HURGZ,HÜRRİYET GZT. ,1214400.0
2011-01-01,2011,1,KAPLM,KAPLAMİN ,78960.0
2011-01-01,2011,1,KARTN,KARTONSAN ,648257.746985
2011-01-01,2011,1,KOZAA,KOZA MADENCİLİK,840193.2
2011-01-01,2011,1,TIRE,MONDİ TİRE KUTSAN ,328000.0
2011-01-01,2011,1,VKING,VİKİNG KAĞIT ,58400.0
2011-01-01,2011,1,SASA,ADVANSA SASA,244419.0
2011-01-01,2011,1,ALKIM,ALKİM KİMYA,180492.5
2011-01-01,2011,1,BAGFS,BAGFAŞ ,505500.0
2011-01-01,2011,1,DEVA,DEVA HOLDİNG ,525806.31552
2011-01-01,2011,1,DYOBY,DYO BOYA,156000.0
2011-01-01,2011,1,ECILC,ECZACIBAŞI İLAÇ ,1321181.28
2011-01-01,2011,1,EGGUB,EGE GÜBRE ,231012.0
2011-01-01,2011,1,GOODY,GOOD-YEAR ,300325.1321196
2011-01-01,2011,1,GUBRF,GÜBRE FABRİK. ,1227450.0
2011-01-01,2011,1,HEKTS,HEKTAŞ ,115302.6907376
2011-01-01,2011,1,MRSHL,MARSHALL ,346000.0
2011-01-01,2011,1,PETKM,PETKİM ,2310000.0
2011-01-01,2011,1,SODA,SODA SANAYİİ,597135.0
2011-01-01,2011,1,TRCAS,TURCAS PETROL ,875250.0
2011-01-01,2011,1,TUPRS,TÜPRAŞ ,10417438.72
2011-01-01,2011,1,ADANA,ADANA ÇİMENTO (A) ,502619.645754
2011-01-01,2011,1,ADBGR,ADANA ÇİMENTO (B) ,276936.811482
2011-01-01,2011,1,ADNAC,ADANA ÇİMENTO (C) ,130614.9737894
2011-01-01,2011,1,AFYON,AFYON ÇİMENTO ,588000.0
2011-01-01,2011,1,AKCNS,AKÇANSA ,1420537.246415
2011-01-01,2011,1,ANACM,ANADOLU CAM ,1101069.8484
2011-01-01,2011,1,BTCIM,BATI ÇİMENTO ,545468.0
2011-01-01,2011,1,BSOKE,BATISÖKE ÇİMENTO,126787.5
2011-01-01,2011,1,BOLUC,BOLU ÇİMENTO ,229176.528
2011-01-01,2011,1,BUCIM,BURSA ÇİMENTO ,510032.19456
2011-01-01,2011,1,CMBTN,ÇİMBETON ,93810.0
2011-01-01,2011,1,CMENT,ÇİMENTAŞ ,810145.90776
2011-01-01,2011,1,DENCM,DENİZLİ CAM ,147600.0
2011-01-01,2011,1,EGSER,EGE SERAMİK ,180000.0
2011-01-01,2011,1,GOLTS,GÖLTAŞ ÇİMENTO ,554400.0
2011-01-01,2011,1,KONYA,KONYA ÇİMENTO ,1496146.08
2011-01-01,2011,1,KUTPO,KÜTAHYA PORSELEN ,93804.48
2011-01-01,2011,1,MRDIN,MARDİN ÇİMENTO ,852096.72
2011-01-01,2011,1,NUHCM,NUH ÇİMENTO,1907712.72
2011-01-01,2011,1,TRKCM,TRAKYA CAM ,2014688.0
2011-01-01,2011,1,USAK,UŞAK SERAMİK ,28168.3549875
2011-01-01,2011,1,UNYEC,ÜNYE ÇİMENTO ,527713.9738170999
2011-01-01,2011,1,BRSAN,BORUSAN MANNESMANN ,493290.0
2011-01-01,2011,1,BURCE,BURÇELİK ,84240.0
2011-01-01,2011,1,BURVA,BURÇELİK VANA,12837.312
2011-01-01,2011,1,CELHA,ÇELİK HALAT ,63030.0
2011-01-01,2011,1,CEMTS,ÇEMTAŞ ,110063.4912
2011-01-01,2011,1,DMSAS,DEMISAŞ DÖKÜM ,58800.0
2011-01-01,2011,1,ERBOS,ERBOSAN ,72819.0
2011-01-01,2011,1,EREGL,EREĞLİ DEMİR CELİK ,8064000.0
2011-01-01,2011,1,IZMDC,İZMİR DEMİR ÇELİK ,645000.0
2011-01-01,2011,1,KRDMA,KARDEMİR (A) ,213020.4985495
2011-01-01,2011,1,KRDMB,KARDEMİR (B) ,116036.30348100001
2011-01-01,2011,1,KRDMD,KARDEMİR (D) ,487156.64883120003
2011-01-01,2011,1,SARKY,SARKUYSAN ,203000.0
2011-01-01,2011,1,ALCAR,ALARKO CARRIER ,219780.0
2011-01-01,2011,1,ASUZU,ANADOLU ISUZU ,226235.3881704
2011-01-01,2011,1,ARCLK,ARÇELİK ,5635573.2297
2011-01-01,2011,1,BFREN,BOSCH FREN SİSTEMLERİ ,516250.0
2011-01-01,2011,1,DITAS,DİTAŞ DOĞAN ,32200.0
2011-01-01,2011,1,EGEEN,EGE ENDÜSTRİ ,89145.0
2011-01-01,2011,1,EMKEL,EMEK ELEKTRİK ,26582.74168
2011-01-01,2011,1,EMNIS,EMİNİŞ AMBALAJ ,46834.447
2011-01-01,2011,1,FMIZP,F-M İZMİT PİSTON ,227000.961
2011-01-01,2011,1,FROTO,FORD OTOSAN ,4667103.0
2011-01-01,2011,1,GEREL,GERSAN ELEKTRİK,20223.0
2011-01-01,2011,1,IHEVA,İHLAS EV ALETLERİ ,229644.00165599998
2011-01-01,2011,1,KARSN,KARSAN OTOMOTİV,355905.6725952
2011-01-01,2011,1,KLMSN,KLİMASAN KLİMA ,100200.0
2011-01-01,2011,1,OTKAR,OTOKAR ,640800.0
2011-01-01,2011,1,PARSN,PARSAN ,157308.48
2011-01-01,2011,1,TOASO,TOFAŞ OTO. FAB. ,4330000.0
2011-01-01,2011,1,PRKAB,TÜRK PRYSMİAN KABLO  ,156004.77628
2011-01-01,2011,1,TTRAK,TÜRK TRAKTÖR,1360909.5
2011-01-01,2011,1,VESTL,VESTEL ,811804.1855
2011-01-01,2011,1,VESBE,VESTEL BEYAZ EŞYA,634600.0
2011-01-01,2011,1,ADEL,ADEL KALEMCİLİK ,164587.5
2011-01-01,2011,1,SERVE,SERVE KIRTASİYE ,7830.0
2011-01-01,2011,1,AKENR,AK ENERJİ,1168781.54
2011-01-01,2011,1,AKSUE,AKSU ENERJİ ,44933.76
2011-01-01,2011,1,AYEN,AYEN ENERJİ,361222.2
2011-01-01,2011,1,ZOREN,ZORLU ENERJİ,732329.91
2011-01-01,2011,1,EDIP,EDİP GAYRİMENKUL ,99500.0
2011-01-01,2011,1,ENKAI,ENKA İNŞAAT,13332000.0
2011-01-01,2011,1,DOAS,DOĞUŞ OTOMOTİV,1126400.0
2011-01-01,2011,1,INTEM,İNTEMA ,35769.6
2011-01-01,2011,1,SANKO,SANKO PAZARLAMA,170982.0
2011-01-01,2011,1,SELEC,SELÇUK ECZA DEPOSU,1477980.0
2011-01-01,2011,1,BIMAS,BİM MAĞAZALAR,7832880.0
2011-01-01,2011,1,MIPAZ,MİLPA ,163067.38431999998
2011-01-01,2011,1,VAKKO,VAKKO TEKSTİL ,171200.0
2011-01-01,2011,1,MAALT,MARMARİS ALTINYUNUS ,121066.01520000001
2011-01-01,2011,1,MARTI,MARTI OTEL ,96703.2
2011-01-01,2011,1,TEKTU,TEK-ART TURİZM,199769.45303
2011-01-01,2011,1,CLEBI,ÇELEBİ ,631800.0
2011-01-01,2011,1,RYSAS,REYSAŞ LOJİSTİK,226600.0
2011-01-01,2011,1,THYAO,TÜRK HAVA YOLLARI ,5180000.0
2011-01-01,2011,1,TCELL,TURKCELL,21604000.0
2011-01-01,2011,1,TTKOM,TÜRK TELEKOM ,23030000.0
2011-01-01,2011,1,BJKAS,BEŞİKTAŞ FUTBOL YAT. ,484000.0
2011-01-01,2011,1,FENER,FENERBAHÇE SPORTİF ,1687500.0
2011-01-01,2011,1,GSRAY,GALATASARAY SPORTİF,925644.01416
2011-01-01,2011,1,TSPOR,TRABZONSPOR SPORTİF,653750.0
2011-01-01,2011,1,AKBNK,AKBANK ,30080000.0
2011-01-01,2011,1,ALBRK,ALBARAKA TÜRK,1282820.0
2011-01-01,2011,1,GARAN,GARANTİ BANKASI ,29988000.0
2011-01-01,2011,1,ISATR,İŞ BANKASI (A) ,28005.0
2011-01-01,2011,1,ISBTR,İŞ BANKASI (B) ,50750.0
2011-01-01,2011,1,ISCTR,İŞ BANKASI (C) ,22679848.8
2011-01-01,2011,1,SKBNK,ŞEKERBANK ,1237500.0
2011-01-01,2011,1,HALKB,T. HALK BANKASI,15812500.0
2011-01-01,2011,1,TSKB,T.S.K.B. ,1757000.0
2011-01-01,2011,1,VAKBN,VAKIFLAR BANKASI,9875000.0
2011-01-01,2011,1,YKBNK,YAPI VE KREDİ BANK. ,20387670.521959998
2011-01-01,2011,1,AKGRT,AKSİGORTA ,679320.0
2011-01-01,2011,1,ANHYT,ANADOLU HAYAT EMEK.,1315000.0
2011-01-01,2011,1,ANSGR,ANADOLU SİGORTA ,665000.0
2011-01-01,2011,1,GUSGR,GÜNEŞ SİGORTA ,286500.0
2011-01-01,2011,1,RAYSG,RAY SİGORTA ,231648.05664
2011-01-01,2011,1,CRDFA,CREDITWEST FACTORING ,121600.0
2011-01-01,2011,1,GARFA,GARANTİ FAKTORİNG,124740.0
2011-01-01,2011,1,ISFIN,İŞ FİN.KİR.,477900.0
2011-01-01,2011,1,VAKFN,VAKIF FİN. KİR. ,108500.0
2011-01-01,2011,1,ALARK,ALARKO HOLDİNG ,779899.83
2011-01-01,2011,1,BRYAT,BORUSAN YAT. PAZ. ,257062.5
2011-01-01,2011,1,DOHOL,DOĞAN HOLDİNG ,2695000.0
2011-01-01,2011,1,ECZYT,ECZACIBAŞI YATIRIM ,361200.0
2011-01-01,2011,1,GLYHO,GLOBAL YAT. HOLDİNG ,245254.0193205
2011-01-01,2011,1,GSDHO,GSD HOLDİNG ,250000.0
2011-01-01,2011,1,IHLAS,İHLAS HOLDİNG ,608608.0
2011-01-01,2011,1,KCHOL,KOÇ HOLDİNG ,15795022.14
2011-01-01,2011,1,NTHOL,NET HOLDİNG ,263340.0
2011-01-01,2011,1,SISE,ŞİŞE CAM ,3786640.0
2011-01-01,2011,1,SAHOL,SABANCI HOLDİNG ,13915554.80942
2011-01-01,2011,1,TAVHL,TAV HAVALİMANLARI,2746406.25
2011-01-01,2011,1,TKFEN,TEKFEN HOLDİNG ,2464200.0
2011-01-01,2011,1,ISMEN,İŞ Y. MEN. DEĞ. ,556000.0
2011-01-01,2011,1,ALCTL,ALCATEL LUCENT TELETAŞ ,120746.40864
2011-01-01,2011,1,ARENA,ARENA BİLGİSAYAR,81920.0
2011-01-01,2011,1,ESCOM,ESCORT TEKNOLOJİ,54719.7
2011-01-01,2011,1,INDES,İNDEKS BİLGİSAYAR,146160.0
2011-01-01,2011,1,KAREL,KAREL ELEKTRONİK,109875.0
2011-01-01,2011,1,LINK,LİNK BİLGİSAYAR,25575.0
2011-01-01,2011,1,LOGO,LOGO YAZILIM,56750.0
2011-01-01,2011,1,NETAS,NETAŞ TELEKOM. ,556215.66
2011-01-01,2011,1,PKART,PLASTİKKART,55510.0
2011-01-01,2011,1,ASELS,ASELSAN ,1867678.56
2011-01-01,2011,1,ATLAS,ATLAS YAT. ORT. ,5834.4
2011-01-01,2011,1,EGCYO,EGELİ YAT. ORT. ,13430.0
2011-01-01,2011,1,ETYAT,EURO TREND YAT. ORT. ,7115.2720812
2011-01-01,2011,1,GRNYO,GARANTİ YAT. ORT. ,18815.0
2011-01-01,2011,1,ISYAT,İŞ YAT. ORT. ,172368.0
2011-01-01,2011,1,OYAYO,OYAK YAT. ORT.,7800.0
2011-01-01,2011,1,AKMGY,AKMERKEZ GMYO,1051475.0
2011-01-01,2011,1,ALGYO,ALARKO GMYO ,182661.1171
2011-01-01,2011,1,AGYO,ATAKULE GMYO,109200.0
2011-01-01,2011,1,DGGYO,DOĞUŞ GE GMYO ,170679.6
2011-01-01,2011,1,ISGYO,İŞ GMYO ,828000.0
2011-01-01,2011,1,NUGYO,NUROL GMYO ,41700.0
2011-01-01,2011,1,OZGYO,ÖZDERİCİ GMYO ,118000.0
2011-01-01,2011,1,PEGYO,PERA GMYO ,65280.0
2011-01-01,2011,1,SNGYO,SİNPAŞ GMYO,1070000.0
2011-01-01,2011,1,VKGYO,VAKIF GMYO ,70928.0
2011-01-01,2011,1,YKGYO,YAPI KREDİ KORAY GMYO ,101200.0
2011-01-01,2011,1,ISGSY,İŞ GİRİŞİM,102312.0
2011-01-01,2011,1,AYCES,ALTINYUNUS ÇEŞME ,218675.457
2011-01-01,2011,1,ARMDA,ARMADA BİLGİSAYAR,31920.0
2011-01-01,2011,1,ASLAN,ASLAN ÇİMENTO ,3630508.3299000002
2011-01-01,2011,1,BRMEN,BİRLİK MENSUCAT ,23050.98
2011-01-01,2011,1,DARDL,DARDANEL ,62636.544
2011-01-01,2011,1,DGATE,DATAGATE BİLGİSAYAR,36400.0
2011-01-01,2011,1,DOGUB,DOĞUSAN ,24400.0
2011-01-01,2011,1,EGPRO,EGE PROFİL ,449134.426
2011-01-01,2011,1,MAKTK,MAKİNA TAKIM ,174000.0
