date,year,month,consumer_credits,consumer_price_index,WTI_oil_price,brent_oil_price,current_account_deficit,exports_usd,exports_tl,imports_usd,imports_tl,export_unit_value_index_usd,export_unit_value_index_tl,gdp,gold_price_cum,gold_price_lon,import_unit_value_index_usd,import_unit_value_index_tl,B,C,MIG_NRG_X_E,MIG_NDCOG,MIG_ING,MIG_DCOG,MIG_CAG,interest_rates_mortgage,interest_rates_personal,money_supply,real_effective_echange_rates,retail_sales,unemployment_15-19,unemployment_20-24,unemployment_25-29,unemployment_30-34,unemployment_35-39,unemployment_40-44,unemployment_45-49,unemployment_50-54,unemployment_55-59,unemployment_60-64,unemployment_65+
2016-11-01,2016,11,313906393.5,287.81,45.66,44.73,-1441,12786936247,41755656758,16934532450,55043412465,91.41,198.5,725201040.6666666,877.25,1234.48,82.39,178.08,114.6,114.4,108.0,118.8,111.0,106.6,116.9,11.6925,16.085,355942270.0,80.09,42101624.0,18.1,24.8,16.2,10.7,10.0,8.8,8.5,7.6,6.7,6.0,3.1
2016-12-01,2016,12,319807739.4,292.54,51.97,53.31,-4283,12780523145,44633717036,18410255713,64114759819,91.47,212.44,752559717.0,875.4,1149.51,82.99,192.19,106.3,118.3,114.3,118.9,107.8,117.2,138.5,11.424,16.2,382726699.0,77.37,226930516.0,20.4,25.8,16.8,11.2,10.5,9.2,9.4,7.7,7.1,6.7,2.8
2017-01-01,2017,1,323835598.0,299.74,52.5,54.58,-2454,11247585677,42253897479,15591508883,58098511494,91.45,228.47,719857672.3333334,957.25,1187.9,84.89,210.35,83.0,96.0,115.3,100.9,91.5,79.5,98.8,11.4525,16.3575,376488124.0,73.63,77974221.0,20.0,26.8,16.5,12.0,10.9,9.3,9.6,8.9,7.8,6.8,2.4
2017-02-01,2017,2,327190775.5,302.17,53.47,54.87,-1972,12089908934,44470994989,15825998294,58286702394,91.32,223.37,687155627.6666666,975.25,1234.77,85.68,209.84,88.2,95.8,105.2,96.1,93.7,92.2,98.4,11.3775,16.72,376224371.0,74.67,21577814.0,19.1,25.3,16.0,11.9,9.9,9.5,9.3,9.8,8.9,6.0,1.9
2017-03-01,2017,3,332548247.4,305.24,49.33,51.59,-2869,14470814059,53144654443,19017539459,69818433639,90.91,222.03,654453583.0,974.8,1230.22,85.92,209.78,102.7,113.9,111.2,108.6,112.6,114.0,122.2,11.056,16.619999999999997,401643718.0,74.83,38186018.0,16.5,23.8,14.6,11.2,9.1,8.7,8.8,9.4,8.9,5.0,1.6
2017-04-01,2017,4,339499313.0,309.23,51.06,52.31,-3088,12859938791,47007987953,17787682718,65066207384,91.48,222.38,683059849.3333334,998.25,1274.07,86.87,211.32,106.6,110.8,105.3,102.2,110.4,111.3,123.6,11.275,16.8825,420976701.0,75.28,73722360.0,16.0,21.6,13.3,9.9,8.3,7.8,7.5,7.0,8.1,4.3,2.1
2017-05-01,2017,5,344164140.5,310.61,48.48,50.33,-4400,13582079731,48501796413,20923446227,74768421083,92.26,219.09,711666115.6666666,961.75,1244.08,87.36,207.6,111.4,114.3,107.6,110.7,116.5,107.9,117.2,11.545,17.235,415462938.0,77.03,134586456.0,17.1,21.3,12.4,9.4,8.4,7.0,7.2,6.4,7.7,4.8,2.2
2017-06-01,2017,6,349238694.4,309.78,45.18,46.37,-3514,13125306944,46282951396,19173756269,67633687663,93.47,219.18,740272382.0,958.6,1258.97,87.27,204.7,108.8,104.8,106.6,100.0,104.4,97.3,115.6,11.72,17.348000000000003,422262043.0,77.21,148028399.0,17.6,22.3,13.1,8.8,8.0,6.7,6.4,6.1,7.4,5.1,2.2
2017-07-01,2017,7,354648110.75,310.24,46.63,48.48,-4195,12612074056,44977356296,21490791009,76563810766,93.85,222.56,773485624.6666666,952.75,1239.85,87.6,207.54,113.4,110.9,127.5,105.1,113.0,99.1,118.8,12.015,17.5425,418346813.0,75.89,53881549.0,18.4,22.8,14.3,9.3,8.3,6.9,6.6,6.9,7.2,4.5,2.3
2017-08-01,2017,8,360499649.75,311.85,48.04,51.7,110,13248462990,46606466212,19161714598,67565969160,94.63,221.38,806698867.3333334,968.75,1281.22,88.6,207.76,124.6,111.8,126.9,111.6,114.9,124.0,105.0,12.49,17.905,434543349.0,76.48,217186870.0,16.9,22.9,15.0,9.0,8.3,7.1,6.6,6.7,6.5,4.2,2.1
2017-09-01,2017,9,365172968.4,313.88,49.82,56.15,-3992,11810080805,41111032457,19978413421,69307713853,95.83,221.84,839912110.0,979.5,1311.75,89.88,207.36,118.7,109.9,112.8,107.7,108.6,128.8,112.6,12.868,18.164,434338406.0,77.32,69293654.0,16.1,22.2,15.3,9.1,8.8,7.2,7.1,7.1,6.5,3.8,2.4
2017-10-01,2017,10,370136246.75,320.4,51.58,57.51,-2849,13912699494,51035963246,21217240980,77453458690,95.09,231.95,859630137.3333334,1008.0,1277.26,90.35,219.33,126.3,127.1,112.4,130.3,124.6,115.9,131.3,13.045,18.5375,433323091.0,75.12,35372317.0,14.6,21.8,14.7,8.9,8.5,7.1,7.0,7.5,6.2,4.1,2.6
2017-11-01,2017,11,373915132.25,325.18,56.64,62.71,-3462,14188323116,55101551515,20546983405,79465124741,95.27,246.05,879348164.6666666,1066.5,1281.58,91.19,234.54,123.8,125.9,112.2,127.3,123.8,116.7,132.5,13.1175,18.7925,433286493.0,71.92,32149736.0,15.0,21.5,14.5,8.9,8.9,6.9,6.7,7.4,7.0,4.7,2.4
2017-12-01,2017,12,378360467.8,327.41,57.88,64.37,-7270,13845665817,53363426229,23084575971,88955315175,96.42,247.12,899066192.0,1092.0,1270.85,92.02,235.82,120.2,131.4,118.9,129.1,123.9,128.8,150.7,13.524,19.356,450624493.0,72.91,71199179.0,15.6,21.1,14.2,9.5,9.0,7.0,6.9,7.9,7.7,5.0,2.2
2018-01-01,2018,1,381441578.5,330.75,63.7,69.08,-6916,12434098319,46995932922,21522473367,81343051242,97.99,246.29,864859610.0,1114.75,1333.01,94.1,236.5,101.0,108.5,119.3,112.9,106.9,88.0,107.9,14.14,20.015,428975092.0,73.77,202288652.0,16.4,21.7,14.8,9.7,8.8,7.4,7.4,8.2,9.3,6.1,2.3
2018-02-01,2018,2,383679995.25,333.17,62.23,65.32,-4323,13148021711,49770974211,18936782626,71684421999,98.36,247.61,830653028.0,1119.25,1331.32,91.81,231.12,95.6,105.6,105.9,105.6,104.4,91.2,110.1,14.6825,20.177500000000002,435544809.0,73.43,18159216.0,15.6,20.7,14.9,9.7,8.6,7.2,7.1,8.5,9.0,5.8,3.1
2018-03-01,2018,3,386969536.0,336.48,62.73,66.02,-4543,15553245177,60521522623,21434852704,83032746143,98.01,253.61,796446446.0,1141.2,1324.69,92.61,238.56,106.2,121.9,113.7,120.2,119.7,112.2,129.4,14.788,19.844,450940776.0,72.28,99370662.0,14.3,19.3,14.1,9.3,8.2,7.0,7.2,7.9,8.2,5.3,3.8
2018-04-01,2018,4,391284446.75,342.78,66.25,72.11,-5110,13846627891,56277306967,20556587945,83227871707,98.55,266.35,830375409.3333334,1197.25,1333.28,93.7,252.29,112.4,115.7,108.1,111.3,116.9,106.6,121.9,14.83,19.9775,458684151.0,70.8,52975268.0,14.7,17.9,13.5,9.1,8.0,6.6,7.1,6.9,7.4,4.3,3.7
2018-05-01,2018,5,393737379.25,348.34,69.98,76.98,-5615,14256695228,63003179792,22067044562,96121323215,96.77,284.39,864304372.6666666,1280.75,1306.38,94.05,272.43,121.2,122.1,110.7,121.3,122.7,114.5,124.3,13.8775,20.1875,491900410.0,67.09,82846700.0,16.4,18.5,13.6,8.9,7.6,6.8,7.4,6.9,7.0,4.7,2.9
2018-06-01,2018,6,398804749.6,357.44,67.87,74.41,-3043,12924498134,59663984096,18449107134,84967650315,97.06,297.96,898233336.0,1304.25,1278.5,93.27,285.65,111.2,106.7,110.8,104.5,106.7,95.4,113.3,13.098,23.108,514853102.0,65.89,179585699.0,17.5,20.4,14.6,8.8,7.4,7.1,7.3,6.9,6.9,4.4,2.6
2018-07-01,2018,7,403904516.25,359.41,70.98,74.25,-1881,14048956242,66881860566,20057757187,95017367380,95.8,303.29,944405645.0,1306.25,1237.43,92.74,292.16,120.5,119.6,132.8,118.9,120.4,106.5,122.2,16.86,24.96,514433406.0,65.16,50619834.0,17.4,21.5,15.3,9.6,8.3,7.7,7.6,7.4,6.5,4.7,2.1
2018-08-01,2018,8,404059358.8,367.66,68.06,72.53,2704,12331984010,71013666908,14803525725,83667953616,94.06,360.22,990577954.0,1600.25,1202.88,92.41,347.32,115.5,97.7,126.1,99.4,98.4,97.3,95.4,18.992,28.822000000000003,592102872.0,55.47,59112000.0,17.1,23.0,15.8,9.8,8.8,8.1,8.0,7.0,6.8,3.8,2.3
2018-09-01,2018,9,400443069.75,390.84,70.23,78.89,2818,14397835420,91565361660,16326538057,103034991323,93.69,396.24,1036750263.0,1673.75,1196.7,92.18,386.87,124.1,114.2,116.0,116.0,111.9,127.6,115.0,25.18,36.4075,558571090.0,53.04,40334059.0,17.8,23.7,15.5,10.4,9.6,8.1,7.9,7.8,6.8,4.7,1.8
2018-10-01,2018,10,394504781.25,401.27,70.75,81.03,3930,15676860082,91880531208,16174148502,95152596446,92.84,361.85,1033614736.0,1600.0,1221.31,93.38,365.33,126.7,120.5,111.6,128.6,113.3,116.5,125.2,28.9475,38.72,518147997.0,59.06,88677121.0,18.3,24.3,15.6,10.4,9.8,8.3,7.5,8.2,7.7,5.1,2.2
2018-11-01,2018,11,389142790.4,395.48,56.96,64.75,2408,15491509931,83424542597,16163973421,87573085909,92.46,331.11,1030479209.0,1478.4,1221.42,92.75,334.16,117.1,116.7,111.4,124.0,108.4,125.3,120.9,28.63,36.098,490138817.0,63.56,151351076.0,19.6,25.6,16.0,11.4,10.1,8.8,8.3,9.0,8.8,5.7,2.8
2018-12-01,2018,12,384626011.5,393.88,49.52,57.36,-543,13810281310,73435324813,16554303252,87989159650,92.37,326.61,1027343682.0,1502.25,1253.95,92.07,325.41,113.8,117.2,117.6,121.3,105.0,116.6,137.2,27.8225,33.585,509676296.0,63.96,219983400.0,20.7,26.3,18.0,12.5,10.7,10.1,9.4,9.9,10.6,7.0,2.9
2019-01-01,2019,1,380932024.75,398.07,51.38,59.41,-105,13179257405,70889438135,15670571244,84376408848,92.71,331.61,993061722.0,1561.5,1286.73,91.19,326.5,93.7,100.0,118.0,108.5,94.9,87.4,99.7,26.22,30.8125,504511225.0,63.48,219983400.0,23.2,28.5,19.4,13.4,11.5,11.0,11.2,10.7,11.1,6.7,3.6
