,date,year,month,ticker,firm,marketcap,Sector
6592,2011-07-01,2011,7,HALKB,T. HALK BANKASI,14812500.0,finans
6593,2011-07-01,2011,7,TSKB,T.S.K.B. ,1904000.0,finans
6594,2011-07-01,2011,7,VAKBN,VAKIFLAR BANKASI,8850000.0,finans
6595,2011-07-01,2011,7,YKBNK,YAPI VE KREDİ BANK. ,17518616.67452,finans
6596,2011-07-01,2011,7,AKGRT,AKSİGORTA ,495720.0,finans
6597,2011-07-01,2011,7,ANHYT,ANADOLU HAYAT EMEK.,1095000.0,finans
6598,2011-07-01,2011,7,ANSGR,ANADOLU SİGORTA ,555000.0,finans
6599,2011-07-01,2011,7,GUSGR,GÜNEŞ SİGORTA ,337500.0,finans
6600,2011-07-01,2011,7,RAYSG,RAY SİGORTA ,176820.11424,finans
6601,2011-07-01,2011,7,CRDFA,CREDITWEST FACTORING ,180400.0,finans
6602,2011-07-01,2011,7,GARFA,GARANTİ FAKTORİNG,97020.0,finans
6603,2011-07-01,2011,7,ISFIN,İŞ FİN.KİR.,403410.0,finans
6604,2011-07-01,2011,7,VAKFN,VAKIF FİN. KİR. ,108000.0,finans
6605,2011-07-01,2011,7,ALARK,ALARKO HOLDİNG ,804481.2,enerji
6606,2011-07-01,2011,7,BRYAT,BORUSAN YAT. PAZ. ,329062.5,holding
6607,2011-07-01,2011,7,DOHOL,DOĞAN HOLDİNG ,2131500.0,holding
6608,2011-07-01,2011,7,ECZYT,ECZACIBAŞI YATIRIM ,373800.0,holding
6609,2011-07-01,2011,7,GLYHO,GLOBAL YAT. HOLDİNG ,301504.941183,holding
6610,2011-07-01,2011,7,GSDHO,GSD HOLDİNG ,202500.0,holding
6611,2011-07-01,2011,7,IHLAS,İHLAS HOLDİNG ,853632.0,holding
6612,2011-07-01,2011,7,KCHOL,KOÇ HOLDİNG ,17099198.28,holding
6613,2011-07-01,2011,7,NTHOL,NET HOLDİNG ,530337.5,holding
6614,2011-07-01,2011,7,SISE,ŞİŞE CAM ,4797000.0,camseramik
6615,2011-07-01,2011,7,SAHOL,SABANCI HOLDİNG ,13507474.02322,holding
6616,2011-07-01,2011,7,TAVHL,TAV HAVALİMANLARI,3000703.125,ulastirma
6617,2011-07-01,2011,7,TKFEN,TEKFEN HOLDİNG ,2175600.0,holding
6618,2011-07-01,2011,7,ISMEN,İŞ Y. MEN. DEĞ. ,413400.0,finans
6619,2011-07-01,2011,7,ALCTL,ALCATEL LUCENT TELETAŞ ,152868.0494,haberlesme
6620,2011-07-01,2011,7,ARENA,ARENA BİLGİSAYAR,72000.0,Bilisim
6621,2011-07-01,2011,7,ESCOM,ESCORT TEKNOLOJİ,106576.8,Bilisim
6622,2011-07-01,2011,7,INDES,İNDEKS BİLGİSAYAR,184800.0,Bilisim
6623,2011-07-01,2011,7,KAREL,KAREL ELEKTRONİK,144900.0,Bilisim
6624,2011-07-01,2011,7,LINK,LİNK BİLGİSAYAR,28270.0,Bilisim
6625,2011-07-01,2011,7,LOGO,LOGO YAZILIM,52750.0,Bilisim
6626,2011-07-01,2011,7,NETAS,NETAŞ TELEKOM. ,934053.12,Bilisim
6627,2011-07-01,2011,7,PKART,PLASTİKKART,43907.5,Bilisim
6628,2011-07-01,2011,7,ASELS,ASELSAN ,2074675.68,imalat
6629,2011-07-01,2011,7,ATLAS,ATLAS YAT. ORT. ,4701.84,menkul
6630,2011-07-01,2011,7,ETYAT,EURO TREND YAT. ORT. ,24771.6879864,menkul
6631,2011-07-01,2011,7,GRNYO,GARANTİ YAT. ORT. ,18600.0,menkul
6632,2011-07-01,2011,7,ISYAT,İŞ YAT. ORT. ,144088.875,menkul
6633,2011-07-01,2011,7,OYAYO,OYAK YAT. ORT.,7360.0,menkul
6634,2011-07-01,2011,7,AKMGY,AKMERKEZ GMYO,806765.6,gayrimenkul
6635,2011-07-01,2011,7,ALGYO,ALARKO GMYO ,217276.1976,gayrimenkul
6636,2011-07-01,2011,7,AGYO,ATAKULE GMYO,105000.0,gayrimenkul
6637,2011-07-01,2011,7,DGGYO,DOĞUŞ GMYO ,156612.6,gayrimenkul
6638,2011-07-01,2011,7,ISGYO,İŞ GMYO ,774000.0,gayrimenkul
6639,2011-07-01,2011,7,NUGYO,NUROL GMYO ,76200.0,gayrimenkul
6640,2011-07-01,2011,7,OZGYO,ÖZDERİCİ GMYO ,110000.0,gayrimenkul
6641,2011-07-01,2011,7,PEGYO,PERA GMYO ,75735.0,gayrimenkul
6642,2011-07-01,2011,7,SNGYO,SİNPAŞ GMYO,975000.0,gayrimenkul
6643,2011-07-01,2011,7,VKGYO,VAKIF GMYO ,71500.0,gayrimenkul
6644,2011-07-01,2011,7,YKGYO,YAPI KREDİ KORAY GMYO ,104000.0,gayrimenkul
6645,2011-07-01,2011,7,EGCYO,EGELİ & CO TARIM GİRİŞİM ,30800.0,holding
6646,2011-07-01,2011,7,ISGSY,İŞ GİRİŞİM,105336.0,gsyo
6647,2011-07-01,2011,7,AYCES,ALTINYUNUS ÇEŞME ,167232.2652,turizm
6648,2011-07-01,2011,7,ARMDA,ARMADA BİLGİSAYAR,36000.0,Bilisim
6649,2011-07-01,2011,7,ASLAN,ASLAN ÇİMENTO ,4891000.0,tas
6650,2011-07-01,2011,7,BRMEN,BİRLİK MENSUCAT ,16358.76,imalat
6651,2011-07-01,2011,7,DGATE,DATAGATE BİLGİSAYAR,29800.0,Bilisim
6652,2011-07-01,2011,7,DOGUB,DOĞUSAN ,26200.0,imalat
6653,2011-07-01,2011,7,EGPRO,EGE PROFİL ,350253.372,kimya
6654,2011-07-01,2011,7,MAKTK,MAKİNA TAKIM ,71500.0,metalesya
6655,2011-07-01,2011,7,METUR,METEMTUR OTELCİLİK,23040.0,turizm
6656,2011-07-01,2011,7,PKENT,PETROKENT TURİZM ,89683.2,turizm
6657,2011-07-01,2011,7,SILVR,SİLVERLİNE ENDÜSTRİ ,43776.0,imalat
6658,2011-07-01,2011,7,SONME,SÖNMEZ FİLAMENT ,232669.75,gayrimenkul
6659,2011-07-01,2011,7,SNPAM,SÖNMEZ PAMUKLU ,262973.8125,tekstil
6660,2011-07-01,2011,7,SEKFK,ŞEKER FİN. KİR.,45450.0,finans
6661,2011-07-01,2011,7,DARDL,DARDANEL ,61244.6208,gida
6662,2011-07-01,2011,7,EPLAS,EGEPLAST ,13000.0,imalat
6663,2011-07-01,2011,7,MZHLD,MAZHAR ZORLU HOLDİNG ,6826.68,holding
6664,2011-07-01,2011,7,SELGD,SELÇUK GIDA ,9593.0037,gida
6665,2011-08-01,2011,8,ALYAG,ALTINYAĞ,21282.3996,enerji
6666,2011-08-01,2011,8,AEFES,ANADOLU EFES,8572500.0,gida
6667,2011-08-01,2011,8,BANVT,BANVİT ,340080.1686,gida
6668,2011-08-01,2011,8,CCOLA,COCA COLA İÇECEK,5418097.6566,gida
6669,2011-08-01,2011,8,ERSU,ERSU GIDA,26280.0,gida
6670,2011-08-01,2011,8,FRIGO,FRİGO PAK GIDA ,21120.0,gida
6671,2011-08-01,2011,8,KENT,KENT GIDA ,4621936.9295,gida
6672,2011-08-01,2011,8,KERVT,KEREVİTAŞ GIDA ,191318.4,gida
6673,2011-08-01,2011,8,KRSTL,KRİSTAL KOLA ,38880.0,gida
6674,2011-08-01,2011,8,MERKO,MERKO GIDA ,26878.5,gida
6675,2011-08-01,2011,8,PENGD,PENGUEN GIDA ,102304.0,gida
6676,2011-08-01,2011,8,PETUN,PINAR ET VE UN,247009.5,gida
6677,2011-08-01,2011,8,PINSU,PINAR SU ,41821.1590329,gida
6678,2011-08-01,2011,8,PNSUT,PINAR SÜT ,636057.3751875,gida
6679,2011-08-01,2011,8,TBORG,T.TUBORG ,215938.5696,gida
6680,2011-08-01,2011,8,ULKER,ÜLKER BİSKÜVİ,1434324.0,gida
6681,2011-08-01,2011,8,ATEKS,AKIN TEKSTİL ,88200.0,tekstil
6682,2011-08-01,2011,8,ARSAN,ARSAN TEKSTİL ,79514.5,tekstil
6683,2011-08-01,2011,8,DERIM,DERİMOD ,16686.0,tekstil
6684,2011-08-01,2011,8,DESA,DESA DERİ,38393.1364908,tekstil
6685,2011-08-01,2011,8,KRTEK,KARSU TEKSTİL ,61776.8772319,tekstil
6686,2011-08-01,2011,8,KORDS,KORDSA GLOBAL,756718.10564,imalat
6687,2011-08-01,2011,8,MNDRS,MENDERES TEKSTİL,166500.0,tekstil
6688,2011-08-01,2011,8,SKTAS,SÖKTAŞ ,204484.8,tekstil
6689,2011-08-01,2011,8,GENTS,GENTAŞ ,151050.0,imalat
6690,2011-08-01,2011,8,ALKA,ALKİM KAĞIT,62475.0,kagit
6691,2011-08-01,2011,8,BAKAB,BAK AMBALAJ ,81000.0,ambalaj
6692,2011-08-01,2011,8,DURDO,DURAN DOĞAN BASIM ,24532.1655,ambalaj
6693,2011-08-01,2011,8,HURGZ,HÜRRİYET GZT. ,513360.0,kagit
6694,2011-08-01,2011,8,KAPLM,KAPLAMİN ,63600.0,ambalaj
6695,2011-08-01,2011,8,KARTN,KARTONSAN ,434063.17413,imalat
6696,2011-08-01,2011,8,KOZAA,KOZA MADENCİLİK,832431.6,maden
6697,2011-08-01,2011,8,TIRE,MONDİ TİRE KUTSAN ,200000.0,ambalaj
6698,2011-08-01,2011,8,VKING,VİKİNG KAĞIT ,36800.0,kagit
6699,2011-08-01,2011,8,SASA,ADVANSA SASA,324450.0,imalat
6700,2011-08-01,2011,8,ALKIM,ALKİM KİMYA,162690.5,imalat
6701,2011-08-01,2011,8,BAGFS,BAGFAŞ ,435000.0,kimya
6702,2011-08-01,2011,8,DEVA,DEVA HOLDİNG ,338000.0,ilac
6703,2011-08-01,2011,8,DYOBY,DYO BOYA,106000.0,kimya
6704,2011-08-01,2011,8,ECILC,ECZACIBAŞI İLAÇ ,1118344.32,holding
6705,2011-08-01,2011,8,EGGUB,EGE GÜBRE ,159197.4,kimya
6706,2011-08-01,2011,8,GOODY,GOOD-YEAR ,570856.1043066999,kimya
6707,2011-08-01,2011,8,GUBRF,GÜBRE FABRİK. ,951900.0,imalat
6708,2011-08-01,2011,8,HEKTS,HEKTAŞ ,98614.143394,imalat
6709,2011-08-01,2011,8,MRSHL,MARSHALL ,389000.0,imalat
6710,2011-08-01,2011,8,PETKM,PETKİM ,2300000.0,kimya
6711,2011-08-01,2011,8,SODA,SODA SANAYİİ,782628.0,kimya
6712,2011-08-01,2011,8,TRCAS,TURCAS PETROL ,634500.0,kimya
6713,2011-08-01,2011,8,TUPRS,TÜPRAŞ ,8138624.0,kimya
6714,2011-08-01,2011,8,ADANA,ADANA ÇİMENTO (A) ,343015.8635058,tas
6715,2011-08-01,2011,8,ADBGR,ADANA ÇİMENTO (B) ,217416.0639396,tas
6716,2011-08-01,2011,8,ADNAC,ADANA ÇİMENTO (C) ,102507.9541132,tas
6717,2011-08-01,2011,8,AFYON,AFYON ÇİMENTO ,339000.0,tas
6718,2011-08-01,2011,8,AKCNS,AKÇANSA ,1236748.060895,tas
6719,2011-08-01,2011,8,ANACM,ANADOLU CAM ,1000657.8182,camseramik
6720,2011-08-01,2011,8,BTCIM,BATI ÇİMENTO ,495880.0,tas
6721,2011-08-01,2011,8,BSOKE,BATISÖKE ÇİMENTO,108675.0,tas
6722,2011-08-01,2011,8,BOLUC,BOLU ÇİMENTO ,191935.3422,tas
6723,2011-08-01,2011,8,BUCIM,BURSA ÇİMENTO ,479345.61024,tas
6724,2011-08-01,2011,8,CMBTN,ÇİMBETON ,72393.0,insaat
6725,2011-08-01,2011,8,CMENT,ÇİMENTAŞ ,599333.746816,tas
6726,2011-08-01,2011,8,DENCM,DENİZLİ CAM ,53760.0,camseramik
6727,2011-08-01,2011,8,EGSER,EGE SERAMİK ,126750.0,camseramik
6728,2011-08-01,2011,8,GOLTS,GÖLTAŞ ÇİMENTO ,358560.0,tas
6729,2011-08-01,2011,8,KONYA,KONYA ÇİMENTO ,1094087.28,tas
6730,2011-08-01,2011,8,KUTPO,KÜTAHYA PORSELEN ,81430.272,camseramik
6731,2011-08-01,2011,8,MRDIN,MARDİN ÇİMENTO ,668096.4,tas
6732,2011-08-01,2011,8,NUHCM,NUH ÇİMENTO,1457071.92,tas
6733,2011-08-01,2011,8,TRKCM,TRAKYA CAM ,1544192.0,camseramik
6734,2011-08-01,2011,8,USAK,UŞAK SERAMİK ,127696.54261,camseramik
6735,2011-08-01,2011,8,UNYEC,ÜNYE ÇİMENTO ,481987.001847,tas
6736,2011-08-01,2011,8,BRSAN,BORUSAN MANNESMANN ,683235.0,anametal
6737,2011-08-01,2011,8,BURCE,BURÇELİK ,61495.2,anametal
6738,2011-08-01,2011,8,BURVA,BURÇELİK VANA,9627.984,anametal
6739,2011-08-01,2011,8,CELHA,ÇELİK HALAT ,61050.0,anametal
6740,2011-08-01,2011,8,CEMTS,ÇEMTAŞ ,120161.0592,anametal
6741,2011-08-01,2011,8,DMSAS,DEMISAŞ DÖKÜM ,35280.0,anametal
6742,2011-08-01,2011,8,ERBOS,ERBOSAN ,101268.0,anametal
6743,2011-08-01,2011,8,EREGL,EREĞLİ DEMİR CELİK ,7116500.0,anametal
6744,2011-08-01,2011,8,IZMDC,İZMİR DEMİR ÇELİK ,1035000.0,anametal
6745,2011-08-01,2011,8,KRDMA,KARDEMİR (A) ,175973.4553235,anametal
6746,2011-08-01,2011,8,KRDMB,KARDEMİR (B) ,98538.7656545,anametal
6747,2011-08-01,2011,8,KRDMD,KARDEMİR (D) ,505199.4876768,anametal
6748,2011-08-01,2011,8,SARKY,SARKUYSAN ,210500.0,anametal
6749,2011-08-01,2011,8,ALCAR,ALARKO CARRIER ,349920.0,imalat
6750,2011-08-01,2011,8,ASUZU,ANADOLU ISUZU ,207424.8053338,otomotiv
6751,2011-08-01,2011,8,ARCLK,ARÇELİK ,4054369.23,imalat
6752,2011-08-01,2011,8,BFREN,BOSCH FREN SİSTEMLERİ ,303750.0,imalat
6753,2011-08-01,2011,8,DITAS,DİTAŞ DOĞAN ,26600.0,otoyan
6754,2011-08-01,2011,8,EGEEN,EGE ENDÜSTRİ ,115920.0,otoyan
6755,2011-08-01,2011,8,EMKEL,EMEK ELEKTRİK ,22770.0,imalat
6756,2011-08-01,2011,8,FMIZP,F-M İZMİT PİSTON ,221290.245,imalat
6757,2011-08-01,2011,8,FROTO,FORD OTOSAN ,4000374.0,imalat
6758,2011-08-01,2011,8,GEREL,GERSAN ELEKTRİK,29760.0,imalat
6759,2011-08-01,2011,8,IHEVA,İHLAS EV ALETLERİ ,153096.001104,imalat
6760,2011-08-01,2011,8,KARSN,KARSAN OTOMOTİV,205330.195728,imalat
6761,2011-08-01,2011,8,KLMSN,KLİMASAN KLİMA ,92100.0,imalat
6762,2011-08-01,2011,8,OTKAR,OTOKAR ,859200.0,otomotiv
6763,2011-08-01,2011,8,PARSN,PARSAN ,156537.36,otoyan
6764,2011-08-01,2011,8,TOASO,TOFAŞ OTO. FAB. ,2820000.0,imalat
6765,2011-08-01,2011,8,PRKAB,TÜRK PRYSMİAN KABLO  ,130191.03632,imalat
6766,2011-08-01,2011,8,TTRAK,TÜRK TRAKTÖR,1862578.1,otomotiv
6767,2011-08-01,2011,8,VESTL,VESTEL ,697749.052,metalesya
6768,2011-08-01,2011,8,VESBE,VESTEL BEYAZ EŞYA,391400.0,metalesya
6769,2011-08-01,2011,8,ADEL,ADEL KALEMCİLİK ,211050.0,imalat
6770,2011-08-01,2011,8,SERVE,SERVE KIRTASİYE ,7032.5,destek
6771,2011-08-01,2011,8,AKENR,AK ENERJİ,1345414.12,enerji
6772,2011-08-01,2011,8,AKSUE,AKSU ENERJİ ,28062.72,enerji
6773,2011-08-01,2011,8,AYEN,AYEN ENERJİ,278691.3,enerji
6774,2011-08-01,2011,8,ZOREN,ZORLU ENERJİ,484464.402,enerji
6775,2011-08-01,2011,8,EDIP,EDİP GAYRİMENKUL ,63000.0,insaat
6776,2011-08-01,2011,8,ENKAI,ENKA İNŞAAT,9725000.0,insaat
6777,2011-08-01,2011,8,DOAS,DOĞUŞ OTOMOTİV,866800.0,otomotiv
6778,2011-08-01,2011,8,INTEM,İNTEMA ,43740.0,toptan
6779,2011-08-01,2011,8,SANKO,SANKO PAZARLAMA,135843.75,toptan
6780,2011-08-01,2011,8,SELEC,SELÇUK ECZA DEPOSU,981180.0,ilac
6781,2011-08-01,2011,8,BIMAS,BİM MAĞAZALAR,8349000.0,toptan
6782,2011-08-01,2011,8,MIPAZ,MİLPA ,81533.69215999999,toptan
6783,2011-08-01,2011,8,VAKKO,VAKKO TEKSTİL ,244800.0,tekstil
6784,2011-08-01,2011,8,MAALT,MARMARİS ALTINYUNUS ,78320.6112,turizm
6785,2011-08-01,2011,8,MARTI,MARTI OTEL ,67082.4,turizm
6786,2011-08-01,2011,8,TEKTU,TEK-ART TURİZM,131235.4071,turizm
6787,2011-08-01,2011,8,CLEBI,ÇELEBİ ,530955.0,ulastirma
6788,2011-08-01,2011,8,RYSAS,REYSAŞ LOJİSTİK,108900.0,ulastirma
6789,2011-08-01,2011,8,THYAO,TÜRK HAVA YOLLARI ,2868000.0,ulastirma
6790,2011-08-01,2011,8,TCELL,TURKCELL,16764000.0,haberlesme
6791,2011-08-01,2011,8,TTKOM,TÜRK TELEKOM ,27440000.0,haberlesme
6792,2011-08-01,2011,8,BJKAS,BEŞİKTAŞ FUTBOL YAT. ,339200.0,spor
6793,2011-08-01,2011,8,FENER,FENERBAHÇE SPORTİF ,1067500.0,spor
6794,2011-08-01,2011,8,GSRAY,GALATASARAY SPORTİF,692838.9684299999,spor
6795,2011-08-01,2011,8,TSPOR,TRABZONSPOR SPORTİF,522500.0,spor
6796,2011-08-01,2011,8,AKBNK,AKBANK ,25600000.0,finans
6797,2011-08-01,2011,8,ALBRK,ALBARAKA TÜRK,921690.0,finans
6798,2011-08-01,2011,8,GARAN,GARANTİ BANKASI ,26292000.0,finans
6799,2011-08-01,2011,8,ISATR,İŞ BANKASI (A) ,24290.0,finans
6800,2011-08-01,2011,8,ISBTR,İŞ BANKASI (B) ,43500.0,finans
6801,2011-08-01,2011,8,ISCTR,İŞ BANKASI (C) ,19844867.7,finans
6802,2011-08-01,2011,8,SKBNK,ŞEKERBANK ,860000.0,finans
6803,2011-08-01,2011,8,HALKB,T. HALK BANKASI,13437500.0,finans
6804,2011-08-01,2011,8,TSKB,T.S.K.B. ,1456000.0,finans
6805,2011-08-01,2011,8,VAKBN,VAKIFLAR BANKASI,7750000.0,finans
6806,2011-08-01,2011,8,YKBNK,YAPI VE KREDİ BANK. ,14779974.3656,finans
6807,2011-08-01,2011,8,AKGRT,AKSİGORTA ,358020.0,finans
6808,2011-08-01,2011,8,ANHYT,ANADOLU HAYAT EMEK.,945000.0,finans
6809,2011-08-01,2011,8,ANSGR,ANADOLU SİGORTA ,405000.0,finans
6810,2011-08-01,2011,8,GUSGR,GÜNEŞ SİGORTA ,271500.0,finans
6811,2011-08-01,2011,8,RAYSG,RAY SİGORTA ,139811.25312,finans
6812,2011-08-01,2011,8,CRDFA,CREDITWEST FACTORING ,132000.0,finans
6813,2011-08-01,2011,8,GARFA,GARANTİ FAKTORİNG,81900.0,finans
6814,2011-08-01,2011,8,ISFIN,İŞ FİN.KİR.,339000.0,finans
6815,2011-08-01,2011,8,VAKFN,VAKIF FİN. KİR. ,80000.0,finans
6816,2011-08-01,2011,8,ALARK,ALARKO HOLDİNG ,648054.3,enerji
6817,2011-08-01,2011,8,BRYAT,BORUSAN YAT. PAZ. ,245250.0,holding
6818,2011-08-01,2011,8,DOHOL,DOĞAN HOLDİNG ,1617000.0,holding
6819,2011-08-01,2011,8,ECZYT,ECZACIBAŞI YATIRIM ,318500.0,holding
6820,2011-08-01,2011,8,GLYHO,GLOBAL YAT. HOLDİNG ,267754.3880655,holding
6821,2011-08-01,2011,8,GSDHO,GSD HOLDİNG ,170000.0,holding
6822,2011-08-01,2011,8,IHLAS,İHLAS HOLDİNG ,735072.0,holding
6823,2011-08-01,2011,8,KCHOL,KOÇ HOLDİNG ,14732360.1,holding
6824,2011-08-01,2011,8,NTHOL,NET HOLDİNG ,519365.0,holding
6825,2011-08-01,2011,8,SISE,ŞİŞE CAM ,4147000.0,camseramik
6826,2011-08-01,2011,8,SAHOL,SABANCI HOLDİNG ,12405655.90048,holding
6827,2011-08-01,2011,8,TAVHL,TAV HAVALİMANLARI,2564765.625,ulastirma
6828,2011-08-01,2011,8,TKFEN,TEKFEN HOLDİNG ,1938800.0,holding
6829,2011-08-01,2011,8,ISMEN,İŞ Y. MEN. DEĞ. ,395200.0,finans
6830,2011-08-01,2011,8,ALCTL,ALCATEL LUCENT TELETAŞ ,113780.26968,haberlesme
6831,2011-08-01,2011,8,ARENA,ARENA BİLGİSAYAR,89280.0,Bilisim
6832,2011-08-01,2011,8,ESCOM,ESCORT TEKNOLOJİ,96667.8,Bilisim
6833,2011-08-01,2011,8,INDES,İNDEKS BİLGİSAYAR,159600.0,Bilisim
6834,2011-08-01,2011,8,KAREL,KAREL ELEKTRONİK,141750.0,Bilisim
6835,2011-08-01,2011,8,LINK,LİNK BİLGİSAYAR,26015.0,Bilisim
6836,2011-08-01,2011,8,LOGO,LOGO YAZILIM,39250.0,Bilisim
6837,2011-08-01,2011,8,NETAS,NETAŞ TELEKOM. ,752431.68,Bilisim
6838,2011-08-01,2011,8,PKART,PLASTİKKART,34125.0,Bilisim
6839,2011-08-01,2011,8,ASELS,ASELSAN ,1679499.36,imalat
6840,2011-08-01,2011,8,ATLAS,ATLAS YAT. ORT. ,4187.04,menkul
6841,2011-08-01,2011,8,ETYAT,EURO TREND YAT. ORT. ,55472.7693738,menkul
6842,2011-08-01,2011,8,GRNYO,GARANTİ YAT. ORT. ,15600.0,menkul
6843,2011-08-01,2011,8,ISYAT,İŞ YAT. ORT. ,130622.625,menkul
6844,2011-08-01,2011,8,OYAYO,OYAK YAT. ORT.,6210.0,menkul
6845,2011-08-01,2011,8,AKMGY,AKMERKEZ GMYO,599950.4,gayrimenkul
6846,2011-08-01,2011,8,ALGYO,ALARKO GMYO ,170412.704,gayrimenkul
6847,2011-08-01,2011,8,AGYO,ATAKULE GMYO,87360.0,gayrimenkul
6848,2011-08-01,2011,8,DGGYO,DOĞUŞ GMYO ,128478.6,gayrimenkul
6849,2011-08-01,2011,8,ISGYO,İŞ GMYO ,654000.0,gayrimenkul
6850,2011-08-01,2011,8,NUGYO,NUROL GMYO ,65600.0,gayrimenkul
6851,2011-08-01,2011,8,OZGYO,ÖZDERİCİ GMYO ,95000.0,gayrimenkul
6852,2011-08-01,2011,8,PEGYO,PERA GMYO ,60588.0,gayrimenkul
6853,2011-08-01,2011,8,SNGYO,SİNPAŞ GMYO,780000.0,gayrimenkul
6854,2011-08-01,2011,8,VKGYO,VAKIF GMYO ,55220.0,gayrimenkul
6855,2011-08-01,2011,8,YKGYO,YAPI KREDİ KORAY GMYO ,62000.0,gayrimenkul
6856,2011-08-01,2011,8,EGCYO,EGELİ & CO TARIM GİRİŞİM ,22880.0,holding
6857,2011-08-01,2011,8,ISGSY,İŞ GİRİŞİM,98280.0,gsyo
6858,2011-08-01,2011,8,AYCES,ALTINYUNUS ÇEŞME ,122994.4716,turizm
6859,2011-08-01,2011,8,ARMDA,ARMADA BİLGİSAYAR,30720.0,Bilisim
6860,2011-08-01,2011,8,ASLAN,ASLAN ÇİMENTO ,4015000.0,tas
6861,2011-08-01,2011,8,BRMEN,BİRLİK MENSUCAT ,13136.58,imalat
6862,2011-08-01,2011,8,DGATE,DATAGATE BİLGİSAYAR,22100.0,Bilisim
6863,2011-08-01,2011,8,DOBUR,DOĞAN BURDA,38140.39125,kagit
6864,2011-08-01,2011,8,DOGUB,DOĞUSAN ,21600.0,imalat
6865,2011-08-01,2011,8,EGPRO,EGE PROFİL ,271625.064,kimya
6866,2011-08-01,2011,8,EMNIS,EMİNİŞ AMBALAJ ,34061.416,ambalaj
6867,2011-08-01,2011,8,KNFRT,KONFRUT GIDA ,57684.0,gida
6868,2011-08-01,2011,8,LUKSK,LÜKS KADİFE ,27400.0,tekstil
6869,2011-08-01,2011,8,MAKTK,MAKİNA TAKIM ,63500.0,metalesya
6870,2011-08-01,2011,8,METUR,METEMTUR OTELCİLİK,15300.0,turizm
6871,2011-08-01,2011,8,PKENT,PETROKENT TURİZM ,73612.8,turizm
6872,2011-08-01,2011,8,SILVR,SİLVERLİNE ENDÜSTRİ ,26448.0,imalat
6873,2011-08-01,2011,8,SONME,SÖNMEZ FİLAMENT ,354330.8,gayrimenkul
6874,2011-08-01,2011,8,SNPAM,SÖNMEZ PAMUKLU ,302939.4375,tekstil
6875,2011-08-01,2011,8,SEKFK,ŞEKER FİN. KİR.,34650.0,finans
6876,2011-08-01,2011,8,DARDL,DARDANEL ,54980.9664,gida
6877,2011-08-01,2011,8,EPLAS,EGEPLAST ,10400.0,imalat
6878,2011-08-01,2011,8,MZHLD,MAZHAR ZORLU HOLDİNG ,5418.0,holding
6879,2011-08-01,2011,8,SELGD,SELÇUK GIDA ,8953.47012,gida
6880,2011-09-01,2011,9,ALYAG,ALTINYAĞ,29021.454,enerji
6881,2011-09-01,2011,9,AEFES,ANADOLU EFES,9675000.0,gida
6882,2011-09-01,2011,9,BANVT,BANVİT ,365086.06335,gida
6883,2011-09-01,2011,9,CCOLA,COCA COLA İÇECEK,6435580.784600001,gida
6884,2011-09-01,2011,9,ERSU,ERSU GIDA,43560.0,gida
6885,2011-09-01,2011,9,FRIGO,FRİGO PAK GIDA ,21120.0,gida
6886,2011-09-01,2011,9,KENT,KENT GIDA ,4216249.6755,gida
6887,2011-09-01,2011,9,KERVT,KEREVİTAŞ GIDA ,220896.0,gida
6888,2011-09-01,2011,9,KRSTL,KRİSTAL KOLA ,41760.0,gida
6889,2011-09-01,2011,9,MERKO,MERKO GIDA ,27964.5,gida
6890,2011-09-01,2011,9,PENGD,PENGUEN GIDA ,101192.0,gida
6891,2011-09-01,2011,9,PETUN,PINAR ET VE UN,251343.0,gida
6892,2011-09-01,2011,9,PINSU,PINAR SU ,42844.3066545,gida
6893,2011-09-01,2011,9,PNSUT,PINAR SÜT ,656285.34825,gida
6894,2011-09-01,2011,9,TBORG,T.TUBORG ,386889.9372,gida
6895,2011-09-01,2011,9,ULKER,ÜLKER BİSKÜVİ,1482672.0,gida
6896,2011-09-01,2011,9,ATEKS,AKIN TEKSTİL ,90720.0,tekstil
6897,2011-09-01,2011,9,ARSAN,ARSAN TEKSTİL ,79985.0,tekstil
6898,2011-09-01,2011,9,DERIM,DERİMOD ,19710.0,tekstil
6899,2011-09-01,2011,9,DESA,DESA DERİ,42330.8940796,tekstil
6900,2011-09-01,2011,9,KRTEK,KARSU TEKSTİL ,66690.9470117,tekstil
6901,2011-09-01,2011,9,KORDS,KORDSA GLOBAL,787842.7577999999,imalat
6902,2011-09-01,2011,9,MNDRS,MENDERES TEKSTİL,159750.0,tekstil
6903,2011-09-01,2011,9,SKTAS,SÖKTAŞ ,196348.8,tekstil
6904,2011-09-01,2011,9,GENTS,GENTAŞ ,152000.0,imalat
6905,2011-09-01,2011,9,ALKA,ALKİM KAĞIT,64575.0,kagit
6906,2011-09-01,2011,9,BAKAB,BAK AMBALAJ ,87120.0,ambalaj
6907,2011-09-01,2011,9,DURDO,DURAN DOĞAN BASIM ,28841.87025,ambalaj
6908,2011-09-01,2011,9,HURGZ,HÜRRİYET GZT. ,524400.0,kagit
6909,2011-09-01,2011,9,KAPLM,KAPLAMİN ,71760.0,ambalaj
6910,2011-09-01,2011,9,KARTN,KARTONSAN ,551799.2638450001,imalat
6911,2011-09-01,2011,9,KOZAA,KOZA MADENCİLİK,774219.6,maden
